,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,YrSold,SalePrice,Distance_from_centre,Gar2,Othr,Shed,New,Abnorml,AdjLand,Alloca,Family,Normal,Partial
781,60,6,65.0,7153,2,0,0,0,0,0,0,SawyerW,0,0,4,7.0,6,5,28,28,2,3,11,11,2,0.0,4,4,6,4,3,1,5,387,1,0,374,761,4,5,1,5,810,793,0,1603,0,0,2,1,3,1,4,7,0,0,0,5,28.0,2,2,484,3,3,2,0,124,0,0,0,0,0,0,0,14,175900,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
782,20,6,67.0,16285,2,0,2,0,0,0,0,CollgCr,0,0,4,6.0,7,5,19,18,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,1413,1413,4,5,1,5,1430,0,0,1430,0,0,2,0,3,1,4,6,0,0,0,5,19.0,2,2,605,3,3,2,0,33,0,0,0,0,0,0,0,11,187100,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
783,85,6,0.0,9101,2,0,1,0,0,1,0,Mitchel,0,0,4,2.0,5,6,42,42,2,3,9,9,3,104.0,3,4,6,4,3,3,6,1097,1,0,0,1097,4,5,1,5,1110,0,0,1110,1,0,1,0,1,1,4,4,0,1,3,5,42.0,3,2,602,3,3,2,303,30,0,0,0,0,0,0,0,11,165500,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
784,75,8,35.0,6300,2,1,0,0,0,0,0,OldTown,0,0,4,7.5,6,6,106,19,2,3,5,8,2,0.0,3,3,4,3,3,1,1,0,1,0,742,742,4,5,1,5,742,742,0,1484,0,0,2,0,3,1,3,9,0,1,4,0,,0,0,0,0,0,2,0,291,134,0,0,0,0,0,0,12,128000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
785,20,6,0.0,9790,2,0,0,0,0,0,0,NWAmes,-1,0,4,6.0,6,5,53,53,2,3,10,5,2,0.0,3,3,4,3,3,1,3,251,2,630,491,1372,4,3,1,5,1342,0,0,1342,0,0,2,0,3,1,3,7,0,1,4,5,53.0,1,2,457,3,3,2,0,0,0,0,197,0,0,0,0,11,161500,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
786,50,8,60.0,10800,2,0,0,0,0,0,0,OldTown,-1,0,4,3.0,5,6,105,70,2,3,6,6,2,0.0,3,4,6,2,3,1,2,686,1,0,0,686,4,3,1,5,966,686,0,1652,1,0,2,0,4,1,3,7,0,0,0,2,59.0,1,1,416,3,3,2,0,0,196,0,0,0,0,0,1200,10,139000,189.79503364112892,0,0,1,0.0,0,0,0,0,1,0
787,60,6,76.0,10142,2,0,1,0,0,0,0,SawyerW,0,0,4,7.0,7,5,16,16,2,3,11,11,2,0.0,4,3,6,4,3,1,6,656,1,0,300,956,4,5,1,5,956,1128,0,2084,1,0,2,1,4,1,4,8,0,0,0,6,16.0,2,2,618,3,3,2,0,45,0,0,0,0,0,0,0,10,233000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
788,20,8,50.0,6000,2,0,0,0,0,1,0,OldTown,0,0,4,6.0,4,7,66,20,2,3,6,6,2,0.0,3,3,4,3,3,1,1,0,1,0,901,901,4,5,1,5,901,0,0,901,0,0,1,0,2,1,3,4,0,0,0,2,66.0,1,1,281,2,3,2,0,0,0,0,0,0,0,0,0,12,107900,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
789,60,6,0.0,12205,2,0,1,3,0,0,0,ClearCr,0,0,4,7.0,6,8,54,13,2,3,7,7,3,157.0,3,3,4,3,2,4,2,568,1,0,264,832,4,4,1,5,976,1111,0,2087,0,0,2,1,5,1,4,9,0,0,0,5,54.0,3,2,444,3,3,2,133,168,0,0,0,0,0,0,0,13,187500,29.58123404832435,0,0,0,0.0,0,0,0,0,1,0
790,120,6,43.0,3182,2,0,0,0,0,0,0,Blmngtn,0,0,1,6.0,7,5,15,14,2,3,11,11,3,11.0,4,3,6,4,3,1,6,16,1,0,1129,1145,4,5,1,5,1145,0,0,1145,0,0,2,0,2,1,4,5,0,1,4,5,15.0,3,2,397,3,3,2,100,16,0,0,0,0,0,0,0,11,160200,3.2629618173985437,0,0,0,0.0,0,0,0,0,1,0
791,80,6,0.0,11333,2,0,1,0,0,1,0,Mitchel,0,0,4,4.0,6,5,44,44,2,3,7,7,2,0.0,3,3,6,4,3,3,5,539,1,0,490,1029,4,3,1,5,1062,0,0,1062,1,0,1,0,3,1,3,5,0,2,3,5,44.0,2,2,539,3,3,2,120,0,0,0,0,0,0,0,0,13,146800,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
792,60,6,92.0,9920,2,0,1,0,0,2,0,NoRidge,0,0,4,7.0,7,5,24,23,2,3,6,6,2,0.0,4,3,6,4,3,3,6,862,1,0,255,1117,4,5,1,5,1127,886,0,2013,1,0,2,1,3,1,3,8,0,1,3,5,23.0,1,2,455,3,3,2,180,130,0,0,0,0,0,0,0,13,269790,4.8323299181983845,0,0,0,0.0,0,0,0,0,1,0
793,20,6,76.0,9158,2,0,0,0,0,0,0,Somerst,0,0,4,6.0,8,5,13,13,2,3,12,12,4,140.0,4,3,6,4,3,3,1,0,1,0,1496,1496,4,5,1,5,1496,0,0,1496,0,0,2,0,3,1,4,7,0,0,0,5,13.0,3,2,474,3,3,2,168,130,0,0,0,0,0,0,0,13,225000,3.1800075924453686,0,0,0,1.0,0,0,0,0,0,1
794,60,6,0.0,10832,2,0,1,0,0,1,0,Gilbert,0,0,4,7.0,7,5,26,24,2,3,6,6,2,0.0,4,3,6,4,3,1,1,0,1,0,712,712,4,5,1,5,1086,809,0,1895,0,0,2,1,3,1,4,7,0,1,3,5,26.0,3,2,409,3,3,2,143,46,0,0,0,0,0,0,500,12,194500,9.346368846857985,0,0,1,0.0,0,0,0,0,1,0
795,60,6,70.0,8400,2,0,0,0,0,0,0,SawyerW,0,0,4,7.0,6,6,40,39,2,3,7,7,3,130.0,3,3,4,4,3,1,1,0,1,0,650,650,4,3,1,5,888,676,0,1564,0,0,2,1,3,1,3,7,0,1,3,5,40.0,1,2,476,3,3,2,0,50,0,0,204,0,0,3,0,10,171000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
796,20,6,71.0,8197,2,0,0,0,0,0,0,Sawyer,0,0,4,6.0,6,5,43,43,2,3,9,9,3,148.0,3,3,4,3,3,1,1,0,1,0,660,660,4,5,1,5,1285,0,0,1285,0,0,1,1,3,1,3,7,0,1,3,5,43.0,2,2,528,3,3,2,138,0,0,0,0,0,0,3,0,13,143500,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
797,20,6,57.0,7677,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,5,67,67,2,3,11,11,2,0.0,3,3,4,3,3,1,4,570,1,0,203,773,4,4,1,5,773,0,0,773,0,0,1,0,2,1,3,4,0,0,0,5,67.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,12,110000,6.7699506878762605,0,0,0,0.0,1,0,0,0,0,0
798,60,6,104.0,13518,2,0,0,0,0,0,0,NridgHt,0,0,4,7.0,9,5,12,11,5,3,11,11,4,860.0,5,3,6,5,3,1,1,0,1,0,1926,1926,4,5,1,5,1966,1174,0,3140,0,0,3,1,4,1,5,11,0,2,4,6,11.0,3,3,820,3,3,2,144,78,0,0,0,0,0,0,0,11,485000,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
799,50,6,60.0,7200,2,0,0,0,0,1,0,SWISU,-1,0,4,3.0,5,7,83,70,2,3,5,5,3,252.0,3,3,2,4,3,1,5,569,1,0,162,731,4,5,1,5,981,787,0,1768,1,0,1,1,3,1,4,7,0,2,3,2,81.0,1,1,240,3,3,2,0,0,264,0,0,0,0,3,0,13,175000,2.257674535184765,0,0,0,0.0,0,0,0,0,1,0
800,60,6,79.0,12798,2,0,1,2,0,0,1,ClearCr,-1,0,4,7.0,6,5,23,23,2,3,11,11,2,0.0,3,3,6,4,3,4,6,462,1,0,154,616,4,4,1,5,616,1072,0,1688,1,0,2,1,4,1,4,8,0,0,0,5,23.0,2,2,603,3,3,2,403,114,185,0,0,0,0,0,400,12,200000,29.58123404832435,0,0,1,0.0,0,0,0,0,1,0
801,30,8,40.0,4800,2,0,0,0,0,0,0,IDOTRR,0,0,4,6.0,4,7,104,30,2,3,6,6,2,0.0,3,3,4,3,3,1,2,197,1,0,999,1196,4,5,1,4,1196,0,0,1196,1,0,1,0,2,1,3,5,0,0,0,2,63.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,0,13,109900,0.5643015614419563,0,0,0,0.0,0,0,0,0,1,0
802,60,6,63.0,8199,2,0,0,0,0,0,0,CollgCr,0,0,4,7.0,7,5,15,15,2,3,8,8,2,0.0,4,3,6,4,3,3,6,648,1,0,80,728,4,5,1,5,728,728,0,1456,1,0,2,1,3,1,4,7,0,1,4,5,15.0,3,2,410,3,3,2,36,18,0,0,0,0,0,0,0,12,189000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
803,60,6,107.0,13891,2,0,0,0,0,0,0,NridgHt,0,0,4,7.0,9,5,12,11,5,3,11,11,4,424.0,5,3,6,5,3,4,1,0,1,0,1734,1734,4,5,1,5,1734,1088,0,2822,0,0,3,1,4,1,5,12,0,1,4,6,11.0,2,3,1020,3,3,2,52,170,0,0,192,0,0,0,0,11,582933,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
804,20,6,75.0,9000,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,5,66,66,2,3,5,5,2,0.0,3,3,4,3,3,1,2,812,1,0,124,936,4,3,1,5,1128,0,0,1128,0,0,1,0,2,1,3,5,1,0,0,5,66.0,1,1,286,3,3,2,0,0,0,0,0,0,0,2,0,14,118000,6.7699506878762605,0,0,0,0.0,0,0,0,1,0,0
805,20,6,91.0,12274,2,0,1,0,0,3,0,Somerst,0,0,4,6.0,7,5,12,12,2,3,11,11,4,256.0,4,3,6,4,3,1,1,0,1,0,1417,1417,4,5,1,5,1428,0,0,1428,0,0,2,0,3,1,5,6,0,0,0,5,12.0,2,2,554,3,3,2,0,60,0,0,0,0,0,0,0,12,227680,3.1800075924453686,0,0,0,1.0,0,0,0,0,0,1
806,80,6,75.0,9750,2,0,0,0,0,0,0,NAmes,0,0,4,4.0,5,5,53,53,2,3,11,11,2,0.0,3,3,6,3,3,3,5,400,3,480,100,980,4,4,1,5,980,0,0,980,0,0,2,0,3,1,3,6,0,0,0,5,53.0,3,1,384,3,3,2,68,0,0,0,0,0,0,0,0,14,135500,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
807,70,6,144.0,21384,2,0,0,0,0,0,0,BrkSide,0,0,4,7.0,5,6,97,16,2,3,5,5,2,0.0,3,3,4,3,3,4,6,1309,1,0,15,1324,4,5,1,5,1072,504,0,1576,2,0,1,1,3,1,4,6,0,1,3,5,97.0,2,2,528,3,3,2,0,312,0,0,0,0,0,0,0,11,223500,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
808,80,6,85.0,13400,2,0,0,0,0,0,0,NAmes,0,0,4,4.0,5,5,54,54,2,3,11,11,3,1047.0,3,3,4,3,3,3,5,516,4,128,380,1024,4,3,1,5,1086,0,0,1086,1,0,1,0,3,1,3,6,0,1,4,5,54.0,2,2,484,3,3,2,0,0,0,0,0,0,0,2,0,14,159950,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
809,75,8,90.0,8100,2,0,0,0,0,1,0,OldTown,0,0,4,7.5,5,5,122,55,5,3,3,3,2,0.0,3,3,6,3,3,1,1,0,1,0,849,849,4,3,0,4,1075,1063,0,2138,0,0,2,0,2,3,3,11,0,0,0,2,110.0,1,2,360,2,1,0,40,156,0,0,0,0,0,3,0,11,106000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
810,20,6,78.0,10140,2,0,0,0,0,0,0,NWAmes,0,0,4,6.0,6,6,46,21,5,3,7,7,3,99.0,3,3,4,3,3,1,5,663,2,377,0,1040,4,2,1,5,1309,0,0,1309,1,0,1,1,3,1,4,5,0,1,2,5,46.0,2,2,484,3,3,2,265,0,0,0,0,648,1,4,0,14,181000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
811,120,8,0.0,4438,2,0,0,0,0,0,0,CollgCr,0,0,1,6.0,6,5,16,16,2,3,11,11,3,169.0,4,3,6,4,3,4,6,662,1,0,186,848,4,5,1,5,848,0,0,848,1,0,1,0,1,1,4,4,0,1,4,5,16.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,0,12,144500,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
812,20,2,66.0,8712,1,0,0,1,0,0,1,IDOTRR,0,0,4,6.0,5,5,68,68,5,3,5,5,2,0.0,2,3,4,3,3,3,1,0,1,0,540,540,4,3,0,4,1044,0,0,1044,0,0,1,0,2,1,2,4,0,0,0,4,68.0,1,2,504,3,3,0,0,0,0,0,0,0,0,0,54,10,55993,0.5643015614419563,0,0,1,0.0,0,0,1,0,0,0
813,20,6,75.0,9750,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,6,62,62,2,3,6,6,3,243.0,3,3,4,3,3,1,3,608,1,0,834,1442,4,4,1,5,1442,0,0,1442,0,0,1,1,4,1,3,7,0,0,0,5,62.0,2,1,301,3,3,2,0,0,275,0,0,0,0,0,500,13,157900,6.7699506878762605,0,0,1,0.0,0,0,0,0,1,0
814,50,6,45.0,8248,2,1,0,0,0,0,0,Edwards,0,0,4,3.0,5,7,102,70,2,3,4,4,2,0.0,3,3,2,3,3,1,1,0,1,0,686,686,3,4,1,5,686,564,0,1250,0,1,1,1,3,1,2,7,0,0,0,2,65.0,1,1,280,3,3,1,207,0,96,0,0,0,0,0,0,14,116000,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
815,20,6,48.0,12137,2,0,2,0,0,2,0,CollgCr,0,0,4,6.0,7,5,22,22,2,3,11,11,3,442.0,3,3,6,4,3,1,1,0,1,0,1649,1649,4,5,1,5,1661,0,0,1661,0,0,2,0,3,1,4,6,0,0,0,5,22.0,2,2,598,3,3,2,0,34,0,0,0,0,0,0,0,10,224900,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
816,20,6,0.0,11425,2,0,1,0,0,1,0,NAmes,0,0,4,6.0,5,6,66,66,2,3,10,10,2,0.0,3,3,4,3,3,1,4,486,1,0,522,1008,4,4,1,5,1008,0,0,1008,0,0,1,0,2,1,3,4,0,1,4,5,66.0,2,1,275,3,3,2,0,0,120,0,0,0,0,0,0,14,137000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
817,20,6,0.0,13265,2,0,1,0,0,2,0,Mitchel,0,0,4,6.0,8,5,18,18,5,3,12,12,3,148.0,4,3,6,4,3,1,6,1218,1,0,350,1568,4,5,1,5,1689,0,0,1689,1,0,2,0,3,1,4,7,0,2,4,5,18.0,2,3,857,3,3,2,150,59,0,0,0,0,0,0,0,12,271000,4.209013064802914,0,0,0,0.0,0,0,0,0,1,0
818,80,6,80.0,8816,2,0,0,0,0,0,0,ClearCr,0,0,4,4.0,6,7,49,49,2,3,7,7,3,80.0,3,3,4,3,3,3,6,504,1,0,506,1010,4,4,1,5,1052,0,0,1052,1,0,1,0,3,1,3,6,0,0,0,5,49.0,1,2,440,3,3,2,0,0,0,0,0,0,0,3,0,10,155000,29.58123404832435,0,0,0,0.0,0,0,0,0,1,0
819,120,6,44.0,6371,2,0,1,0,0,0,0,NridgHt,0,0,1,6.0,7,5,11,10,2,3,11,11,4,128.0,4,3,6,4,3,2,6,733,1,0,625,1358,4,5,1,5,1358,0,0,1358,1,0,2,0,2,1,4,6,0,1,4,5,10.0,2,2,484,3,3,2,192,35,0,0,0,0,0,0,0,10,224000,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
820,60,6,72.0,7226,2,0,1,0,0,2,0,CollgCr,0,0,4,7.0,7,5,17,17,2,3,11,11,2,0.0,4,3,6,4,3,1,1,0,1,0,798,798,4,5,1,5,798,842,0,1640,0,0,2,1,3,1,4,6,0,0,0,5,17.0,2,2,595,3,3,2,0,45,0,0,0,0,0,0,0,12,183000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
821,20,8,60.0,6000,2,2,0,1,0,0,1,OldTown,0,0,3,6.0,4,4,67,67,2,3,6,6,2,0.0,2,3,4,2,3,1,1,0,1,0,936,936,4,3,0,5,936,0,0,936,0,0,1,0,2,1,3,4,2,0,0,2,46.0,1,2,576,3,3,2,0,32,112,0,0,0,0,0,0,11,93000,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
822,60,6,0.0,12394,2,0,1,0,0,1,0,Gilbert,0,0,4,7.0,7,5,17,17,2,3,11,11,2,0.0,4,3,6,4,3,4,1,0,1,0,847,847,4,5,1,5,847,886,0,1733,0,0,2,1,3,1,4,7,0,1,4,6,17.0,3,2,433,3,3,2,100,48,0,0,0,0,0,0,0,13,225000,9.346368846857985,0,0,0,0.0,0,0,0,1,0,0
823,50,6,60.0,9900,2,0,0,0,0,0,0,SWISU,0,0,4,3.0,6,7,80,70,2,3,11,11,2,0.0,3,3,2,3,3,1,1,0,1,0,778,778,4,3,1,5,944,545,0,1489,0,0,2,0,3,1,3,7,0,1,4,2,80.0,1,1,240,3,3,2,335,0,0,0,0,0,0,2,0,11,139500,2.257674535184765,0,0,0,0.0,0,0,0,0,1,0
824,20,3,81.0,11216,2,0,0,0,0,0,0,Somerst,0,0,4,6.0,8,5,14,14,2,3,11,11,2,0.0,4,3,6,4,4,1,1,0,1,0,1489,1489,4,5,1,5,1489,0,0,1489,0,0,2,0,3,1,4,7,0,1,4,5,14.0,2,2,776,3,3,2,0,140,0,0,0,0,0,0,0,14,232600,3.1800075924453686,0,0,0,1.0,0,0,0,0,0,1
825,20,6,114.0,14803,2,0,0,0,0,0,0,NridgHt,1,1,4,6.0,10,5,13,12,5,3,12,12,3,816.0,5,3,6,5,3,3,6,1636,1,0,442,2078,4,5,1,5,2084,0,0,2084,1,0,2,0,2,1,5,7,0,1,4,5,13.0,3,3,1220,3,3,2,188,45,0,0,0,0,0,0,0,12,385000,4.624059644351767,0,0,0,1.0,0,0,0,0,0,1
826,45,8,50.0,6130,2,0,0,0,0,0,0,BrkSide,0,0,4,1.5,5,6,96,70,2,3,6,6,2,0.0,3,3,2,3,3,1,5,784,1,0,0,784,4,4,1,5,784,0,0,784,1,0,1,0,2,1,4,5,0,0,0,0,,0,0,0,0,0,2,0,0,116,0,0,0,0,0,0,12,109500,0.0578043829422743,0,0,0,0.0,0,0,0,0,1,0
827,20,6,65.0,8529,2,0,1,0,0,0,0,SawyerW,0,0,4,6.0,7,5,19,19,2,3,11,11,2,0.0,4,3,6,4,3,1,6,20,1,0,1434,1454,4,5,1,5,1434,0,0,1434,0,0,2,0,3,1,4,6,0,1,3,5,19.0,2,2,527,3,3,2,290,39,0,0,0,0,0,0,0,11,189000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
828,60,6,0.0,28698,2,0,2,3,0,2,2,ClearCr,0,0,4,7.0,5,5,53,53,4,1,9,9,2,0.0,3,3,6,3,4,4,2,249,5,764,0,1013,4,3,1,5,1160,966,0,2126,0,1,2,1,3,1,3,7,2,0,0,5,53.0,3,2,538,3,3,2,486,0,0,0,225,0,0,0,0,11,185000,29.58123404832435,0,0,0,0.0,1,0,0,0,0,0
829,160,3,24.0,2544,2,2,0,0,0,0,0,Somerst,0,0,0,7.0,7,5,15,15,2,3,6,6,2,0.0,4,3,6,4,3,1,1,0,1,0,600,600,4,5,1,5,520,623,80,1223,0,0,2,1,2,1,4,4,0,0,0,2,15.0,2,2,480,3,3,2,0,166,0,0,0,0,0,0,0,14,147400,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
830,20,6,80.0,11900,2,0,1,0,0,1,0,NAmes,0,0,4,6.0,6,5,63,63,2,3,7,7,3,387.0,3,3,4,3,3,1,3,1040,1,0,352,1392,4,3,1,4,1392,0,0,1392,1,0,1,1,3,1,3,6,0,2,4,5,63.0,2,2,458,3,3,2,0,0,0,0,192,0,0,0,0,12,166000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
831,160,3,30.0,3180,2,2,0,0,0,0,0,Somerst,0,0,1,7.0,7,5,15,15,2,3,6,6,2,0.0,3,3,6,4,3,1,1,0,1,0,600,600,4,5,1,5,520,600,80,1200,0,0,2,1,2,1,4,4,0,0,0,2,15.0,2,2,480,3,3,2,0,166,0,0,0,0,0,0,0,14,151000,3.1800075924453686,0,0,0,0.0,0,0,0,0,1,0
832,60,6,44.0,9548,2,0,1,0,0,2,0,CollgCr,0,0,4,7.0,7,6,17,17,2,3,11,11,3,223.0,4,3,6,4,3,1,6,483,1,0,458,941,4,5,1,5,941,888,0,1829,1,0,2,1,3,1,4,7,0,1,3,5,17.0,2,2,613,3,3,2,192,39,0,0,0,0,0,0,0,10,237000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
833,20,6,100.0,10004,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,6,6,56,56,2,3,7,9,3,180.0,3,3,4,3,3,1,3,196,4,345,975,1516,4,3,1,5,1516,0,0,1516,0,0,1,1,3,1,3,6,0,0,0,5,56.0,2,2,472,3,3,2,0,0,0,0,152,0,0,0,0,11,167000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
834,20,6,75.0,7875,2,0,0,0,0,0,0,NAmes,0,0,4,6.0,5,6,59,59,2,3,11,11,3,136.0,3,3,4,3,3,1,3,572,1,0,572,1144,4,4,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,0,0,0,5,59.0,1,2,456,3,3,2,0,0,0,0,0,0,0,2,0,12,139950,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
835,20,6,60.0,9600,2,0,0,0,0,0,0,Sawyer,0,0,4,6.0,4,7,70,25,2,3,11,7,2,0.0,3,3,4,4,3,1,4,442,1,0,625,1067,4,3,1,5,1067,0,0,1067,0,0,2,0,2,1,4,4,2,0,0,5,24.0,1,2,436,3,3,2,290,0,0,0,0,0,0,0,0,10,128000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
836,30,8,90.0,8100,2,2,0,0,0,0,0,OldTown,0,0,4,6.0,5,6,72,47,2,3,11,11,2,0.0,3,3,2,3,3,1,3,338,1,0,1221,1559,4,4,1,5,1559,0,0,1559,1,0,1,0,2,1,3,5,2,0,0,2,72.0,1,2,812,3,3,2,0,116,230,0,0,0,0,2,0,13,153500,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
837,160,8,21.0,1680,2,0,0,0,0,0,0,BrDale,0,0,0,7.0,6,5,47,47,2,3,7,7,3,158.0,3,3,4,3,3,1,4,330,1,0,153,483,4,3,1,5,483,504,0,987,1,0,1,1,2,1,3,5,0,0,0,2,47.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,0,12,100000,3.050035364629742,0,0,0,0.0,0,0,0,0,1,0
838,20,6,75.0,9525,2,0,0,0,0,0,0,CollgCr,0,0,4,6.0,5,6,25,14,2,3,11,11,2,0.0,3,3,6,4,3,1,1,0,1,0,1099,1099,4,5,1,5,1099,0,0,1099,0,0,1,1,3,1,4,6,0,0,0,5,21.0,1,1,352,3,3,2,278,0,0,0,0,0,0,0,0,12,144000,2.755615357369807,0,0,0,0.0,0,0,0,0,1,0
839,50,6,70.0,11767,2,0,0,0,0,0,0,Edwards,0,0,4,3.0,5,6,74,25,2,3,6,6,2,0.0,3,3,4,3,3,1,4,352,1,0,416,768,4,5,1,5,768,432,0,1200,0,0,1,0,3,1,3,6,0,0,0,2,74.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,0,12,130500,5.751163919564166,0,0,0,0.0,0,0,0,0,1,0
840,70,5,0.0,12155,2,0,1,0,0,0,0,SWISU,0,0,4,7.0,6,8,95,70,2,3,5,5,2,0.0,3,3,2,3,3,1,4,156,1,0,516,672,4,3,0,5,810,672,0,1482,0,0,2,0,4,1,2,7,0,0,0,2,86.0,1,1,400,3,3,1,0,0,254,0,0,0,0,0,0,12,140000,2.257674535184765,0,0,0,0.0,0,0,0,0,1,0
841,70,8,60.0,10440,2,1,0,0,0,0,0,OldTown,0,0,4,7.0,5,8,116,18,2,3,6,6,2,0.0,3,3,6,3,3,1,1,0,1,0,650,650,4,4,1,5,958,581,0,1539,0,0,2,0,3,1,4,8,0,1,1,2,37.0,1,2,686,4,3,1,70,78,68,0,0,0,0,0,0,12,157500,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
842,80,6,82.0,9020,2,0,0,0,0,0,0,NAmes,0,0,4,4.0,6,7,54,54,2,3,7,7,3,183.0,3,3,4,3,3,4,3,312,5,539,276,1127,4,3,1,5,1165,0,0,1165,1,0,1,1,3,1,3,6,0,0,0,5,54.0,2,2,490,4,4,2,0,129,0,0,0,0,0,4,0,12,174900,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
843,90,6,80.0,8000,2,0,0,0,0,1,0,NAmes,-1,0,2,6.0,5,4,59,59,2,3,10,10,2,0.0,3,3,4,3,3,1,1,0,1,0,1800,1800,4,5,0,5,1800,0,0,1800,0,0,2,0,6,2,3,10,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,141000,6.7699506878762605,0,0,0,0.0,0,0,0,0,1,0
844,50,8,100.0,12665,2,1,1,0,0,0,0,OldTown,-1,0,4,3.0,5,8,105,70,2,3,5,5,2,0.0,3,3,2,3,3,2,1,0,1,0,876,876,4,4,1,5,876,540,0,1416,0,0,1,1,4,1,3,7,0,1,4,2,71.0,1,3,720,3,3,2,418,0,194,0,0,0,0,0,0,12,153900,189.79503364112892,0,0,0,0.0,0,0,0,0,1,0
845,85,6,0.0,16647,2,0,1,0,0,2,0,Sawyer,-1,0,4,2.0,5,5,45,39,2,3,7,7,2,0.0,3,3,4,4,3,4,5,1390,1,0,0,1390,4,3,1,5,1701,0,0,1701,1,0,2,0,3,1,3,6,2,2,3,4,45.0,3,2,611,3,3,2,0,0,0,0,0,0,0,0,0,13,171000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
846,60,6,75.0,9317,2,0,0,0,0,0,0,SawyerW,0,0,4,7.0,7,5,27,27,2,3,7,7,3,137.0,4,3,6,4,3,1,5,513,1,0,227,740,4,5,1,5,1006,769,0,1775,1,0,2,1,3,1,4,7,0,1,3,5,27.0,1,2,425,3,3,2,234,72,192,0,0,0,0,0,0,11,213000,4.9649151989870015,0,0,0,0.0,0,0,0,0,1,0
