,MSSubClass,LotFrontage,LotArea,Condition2,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageArea,ScreenPorch,PoolQC,New,Abnorml
642,80,75.0,13860,0,8,7,48,3,9,5,0.0,4,4,3,4,542,1952,2704,4,1,5,9,0,3,538,0,0,0.0,0
643,60,80.0,10793,0,5,5,51,3,8,7,263.0,3,3,3,1,0,780,1620,4,1,3,7,1,0,462,0,0,0.0,0
644,20,85.0,9187,0,9,5,11,3,12,12,162.0,5,5,3,2,645,1766,1766,2,1,5,7,0,1,478,0,0,1.0,0
645,20,0.0,10530,0,6,5,49,3,9,9,0.0,3,3,3,1,664,981,981,3,1,3,5,0,0,576,0,0,0.0,0
646,20,60.0,7200,0,5,5,70,3,6,6,0.0,3,0,0,0,0,0,1048,3,1,3,7,1,0,420,0,0,0.0,0
647,20,85.0,10452,0,6,5,67,3,5,5,216.0,3,3,3,2,594,1094,1094,3,1,3,5,0,2,495,287,0,0.0,0
648,60,70.0,7700,0,6,5,54,3,6,6,351.0,3,3,3,1,756,756,1839,4,1,3,7,0,1,442,0,0,0.0,0
651,70,60.0,9084,0,4,5,80,3,6,6,0.0,3,3,3,2,755,755,1510,4,1,3,7,0,1,296,0,0,0.0,0
652,60,70.0,8750,0,7,5,24,3,11,11,0.0,4,4,3,1,880,880,1716,2,1,4,7,0,1,512,0,0,0.0,0
653,50,60.0,10320,0,6,7,114,3,6,6,0.0,3,3,3,1,756,756,1469,3,1,3,7,0,0,216,0,0,0.0,0
654,20,91.0,10437,0,8,6,25,3,6,6,660.0,4,4,3,4,413,2109,2113,2,1,4,7,0,1,839,0,0,0.0,0
655,160,21.0,1680,0,6,5,49,3,7,4,381.0,3,3,3,1,525,525,1092,3,1,3,6,0,0,264,0,0,0.0,0
656,20,72.0,10007,0,5,7,61,3,7,7,54.0,4,3,3,1,247,1053,1053,3,1,4,5,0,0,312,0,0,0.0,0
657,70,60.0,7200,0,7,6,89,3,4,8,0.0,3,4,3,1,776,776,1502,3,1,3,6,0,1,270,0,0,0.0,0
658,50,78.0,17503,0,6,5,72,3,11,11,0.0,3,3,3,1,912,912,1458,3,1,3,6,0,1,330,0,0,0.0,1
659,20,75.0,9937,0,5,7,56,3,6,6,0.0,3,3,3,1,849,1486,1486,3,1,3,7,0,0,480,0,0,0.0,0
660,60,0.0,12384,0,7,7,44,3,9,9,233.0,3,4,3,1,793,793,1935,3,1,3,7,0,1,550,0,0,0.0,0
661,60,52.0,46589,0,8,7,26,3,11,11,528.0,4,4,4,1,88,1629,2448,4,1,4,8,0,1,711,0,0,0.0,0
662,20,120.0,13560,0,6,3,52,3,5,5,216.0,3,2,2,1,1392,1392,1392,2,1,3,5,5,2,576,0,0,0.0,0
663,85,90.0,10012,0,4,5,48,3,9,9,0.0,3,4,3,3,38,1138,1181,3,1,3,6,0,0,588,0,0,0.0,0
664,20,49.0,20896,0,8,5,15,3,11,11,0.0,4,5,3,2,356,2077,2097,1,1,5,8,0,1,1134,0,0,1.0,0
665,60,106.0,11194,0,8,5,20,3,11,11,40.0,4,4,3,1,1406,1406,1936,3,1,4,7,0,1,504,0,0,0.0,0
666,60,0.0,18450,0,6,5,55,1,9,9,113.0,3,4,3,1,111,1021,2380,3,1,3,7,6,1,596,0,0,0.0,1
667,20,65.0,8125,0,6,5,26,3,7,7,258.0,3,4,3,1,270,1408,1679,3,1,4,7,0,1,575,0,0,0.0,0
668,20,0.0,14175,0,5,6,64,3,12,5,0.0,3,3,3,1,200,1188,1437,3,1,3,6,2,1,576,0,0,0.0,0
669,30,80.0,11600,0,4,5,98,3,6,6,0.0,3,2,3,1,700,700,1180,2,1,2,5,0,1,252,0,0,0.0,0
670,60,64.0,8633,0,6,5,15,3,11,11,0.0,4,4,3,1,545,738,1476,3,1,4,7,0,0,540,0,0,0.0,0
671,70,54.0,6629,0,6,6,95,3,5,5,0.0,3,3,3,1,121,672,1369,3,1,3,6,0,0,300,0,0,0.0,0
672,20,0.0,11250,0,6,6,43,3,9,9,0.0,4,4,3,1,441,1208,1208,3,1,3,6,0,1,546,0,0,0.0,0
673,20,110.0,14442,0,6,7,63,3,12,12,106.0,3,3,3,1,291,1477,1839,3,1,4,7,0,2,416,200,0,0.0,0
674,20,80.0,9200,0,6,6,55,3,7,7,0.0,3,3,3,1,244,1136,1136,3,1,3,5,0,1,384,0,0,0.0,0
675,160,24.0,2289,0,6,6,42,3,9,1,0.0,3,3,3,1,544,855,1441,3,1,3,7,0,1,440,0,0,0.0,0
676,70,60.0,9600,0,4,2,120,3,3,4,0.0,3,3,2,1,1095,1095,1774,4,2,3,8,2,0,779,0,0,0.0,0
677,30,52.0,9022,0,5,8,96,3,11,11,0.0,4,3,3,1,768,768,792,2,1,4,5,0,0,240,0,0,0.0,0
678,20,80.0,11844,0,8,5,12,3,11,11,464.0,4,5,3,2,2046,2046,2046,3,1,4,7,0,1,834,0,0,1.0,0
679,20,0.0,9945,0,5,5,59,3,5,5,57.0,3,3,3,1,161,988,988,3,1,3,5,0,0,572,0,0,0.0,0
680,120,50.0,8012,0,6,5,40,3,9,9,0.0,3,4,3,1,261,923,923,2,1,3,5,0,1,264,0,0,0.0,0
681,50,55.0,4500,0,5,5,88,3,11,4,0.0,3,3,3,1,611,793,1520,3,1,3,6,0,0,281,0,0,0.0,1
682,120,0.0,2887,0,6,5,24,3,5,5,0.0,3,4,3,2,288,1291,1291,2,1,4,6,0,1,431,0,0,0.0,0
683,20,90.0,11248,0,9,5,18,3,11,11,215.0,4,4,3,3,567,1626,1668,3,1,4,7,0,1,702,0,0,0.0,0
684,60,58.0,16770,0,7,5,22,3,11,11,30.0,4,4,3,1,1195,1195,1839,4,1,3,7,0,0,486,0,0,0.0,0
685,160,0.0,5062,0,7,5,36,3,7,7,0.0,4,4,3,2,180,1190,2090,3,1,4,6,1,1,577,0,0,0.0,0
686,60,84.0,10207,0,7,6,13,3,11,11,0.0,4,4,3,1,874,874,1761,3,1,4,7,0,0,578,0,0,1.0,0
687,160,0.0,5105,0,7,5,16,3,6,6,0.0,4,4,3,1,312,551,1102,2,1,4,4,0,0,480,0,0,0.0,0
688,20,60.0,8089,0,8,6,13,3,6,6,0.0,4,4,3,3,474,1419,1419,2,1,4,7,0,1,567,0,0,1.0,0
689,120,61.0,7577,0,6,5,15,3,11,11,256.0,4,4,3,3,1342,1362,1362,2,1,4,6,0,1,460,0,0,0.0,0
690,120,0.0,4426,0,6,5,16,3,11,11,147.0,4,4,3,4,151,848,848,1,1,4,3,0,1,420,0,0,0.0,0
691,60,104.0,21535,0,10,6,26,6,7,7,1170.0,5,5,3,4,989,2444,4316,4,1,5,10,0,2,832,0,0,0.0,0
692,60,42.0,26178,0,7,5,31,3,6,6,293.0,4,4,3,4,245,1210,2519,4,1,4,9,0,2,628,0,0,0.0,0
693,30,60.0,5400,0,5,6,99,3,6,6,0.0,3,3,3,1,1073,1073,1073,2,1,3,4,0,0,326,0,0,0.0,1
694,50,51.0,6120,0,5,6,84,3,5,5,0.0,3,3,3,1,927,927,1539,3,1,3,5,0,0,576,0,0,0.0,0
695,20,54.0,13811,0,6,6,33,3,7,7,72.0,3,4,4,1,92,1112,1137,2,1,4,5,0,1,551,0,0,0.0,0
696,30,50.0,6000,0,5,7,99,3,5,8,0.0,3,3,3,1,0,616,616,2,1,3,4,0,0,205,0,0,0.0,0
697,20,57.0,6420,0,5,7,68,3,5,5,0.0,3,5,4,2,219,980,1148,2,1,3,6,0,0,308,0,0,0.0,0
698,20,65.0,8450,0,5,8,55,3,6,6,0.0,3,3,3,1,224,894,894,3,1,3,5,0,1,336,0,0,0.0,0
699,120,59.0,4282,0,7,5,16,3,6,6,0.0,4,4,3,2,1375,1391,1391,2,1,4,5,0,0,530,0,0,0.0,0
700,20,85.0,14331,0,8,5,18,3,11,11,630.0,4,5,3,4,526,1800,1800,3,1,4,7,0,1,765,0,0,0.0,0
701,20,80.0,9600,0,7,5,51,3,7,7,168.0,3,3,3,1,1164,1164,1164,3,1,3,6,0,0,528,0,0,0.0,0
702,60,82.0,12438,0,8,5,14,3,11,11,466.0,5,5,4,1,1234,1234,2576,4,1,5,10,0,1,666,0,0,1.0,0
703,190,76.0,7630,0,5,9,120,3,5,5,0.0,3,4,3,1,360,360,1812,4,2,4,8,0,1,672,0,0,0.0,0
704,20,70.0,8400,0,7,5,16,3,11,11,109.0,4,4,3,3,761,1473,1484,3,1,4,7,0,0,606,0,0,0.0,0
706,20,0.0,115149,0,7,5,49,3,9,9,351.0,3,4,3,4,424,1643,1824,2,1,4,5,0,2,739,0,0,0.0,0
707,120,48.0,6240,0,8,5,14,3,6,6,176.0,4,4,3,1,461,1324,1324,2,1,4,6,0,1,550,0,0,0.0,0
708,60,65.0,9018,0,7,5,13,3,11,11,0.0,4,4,3,3,728,728,1456,3,1,4,8,0,1,400,0,0,1.0,0
709,20,0.0,7162,0,5,7,54,3,7,7,41.0,3,3,3,1,876,876,904,3,1,3,6,0,0,408,0,0,0.0,1
711,50,66.0,8712,0,4,7,120,3,6,6,0.0,3,3,3,2,859,859,1178,2,1,3,7,0,0,384,0,0,0.0,1
712,120,40.0,4671,0,8,5,32,3,7,7,0.0,4,4,3,2,461,1228,1228,2,1,4,5,0,1,472,0,0,0.0,0
713,190,60.0,9873,0,4,5,50,3,7,7,160.0,3,3,3,3,171,960,960,3,1,3,6,0,0,576,0,0,0.0,0
714,60,0.0,13517,0,6,8,44,3,7,9,289.0,4,3,3,1,192,725,1479,3,1,4,6,0,0,475,0,0,0.0,0
715,20,78.0,10140,0,6,5,46,3,7,7,174.0,3,4,3,1,1064,1064,1350,3,1,3,7,0,1,478,0,0,0.0,0
716,70,60.0,10800,0,7,8,130,3,5,11,0.0,3,3,3,1,718,718,2554,3,1,3,8,0,0,704,0,0,0.0,0
717,20,80.0,10000,0,5,6,47,3,7,7,0.0,3,4,3,1,92,1176,1178,3,1,4,5,0,1,439,0,0,0.0,0
718,60,96.0,10542,0,7,5,27,3,5,4,651.0,4,4,3,4,138,1311,2418,3,1,4,9,0,1,983,0,0,0.0,0
719,20,69.0,9920,0,5,6,51,3,7,9,0.0,3,4,3,4,448,971,971,3,1,3,5,0,1,300,0,0,0.0,0
720,120,0.0,6563,0,8,5,35,3,7,7,0.0,4,4,3,4,594,1742,1742,2,1,4,5,0,1,564,0,0,0.0,0
721,120,0.0,4426,0,6,5,16,3,11,11,169.0,4,4,3,3,186,848,848,1,1,4,3,0,0,420,0,0,0.0,0
722,20,70.0,8120,0,4,7,50,3,6,6,0.0,3,3,3,1,673,864,864,3,1,3,5,0,0,463,0,0,0.0,0
723,50,60.0,8172,0,4,6,66,3,6,6,0.0,3,3,3,1,941,941,1470,4,1,3,7,0,0,548,156,0,0.0,0
724,20,86.0,13286,0,9,5,13,3,12,12,340.0,5,5,3,1,464,1698,1698,3,1,5,8,0,1,768,0,0,0.0,0
725,20,60.0,6960,0,4,6,50,3,7,9,0.0,3,3,3,1,250,864,864,3,1,4,5,0,0,660,0,0,0.0,0
726,20,0.0,21695,0,6,9,32,3,5,9,260.0,4,4,3,1,72,880,1680,3,1,4,5,0,1,540,0,0,0.0,0
727,20,64.0,7314,0,7,5,13,3,11,11,82.0,4,4,3,3,508,1232,1232,2,1,4,6,0,0,632,0,0,0.0,0
728,90,85.0,11475,0,5,5,62,3,11,11,95.0,3,3,3,1,1584,1584,1776,4,2,3,9,0,0,888,0,0,0.0,1
729,30,52.0,6240,0,4,5,95,3,6,6,0.0,3,3,3,1,628,780,1208,2,1,3,5,0,0,539,0,0,0.0,0
730,120,39.0,5389,0,8,5,25,3,12,12,0.0,4,4,3,1,415,1595,1616,2,1,4,5,0,1,608,0,0,0.0,0
731,80,73.0,9590,0,7,5,17,3,11,11,442.0,4,5,3,3,82,868,1146,3,1,4,6,0,1,438,0,0,0.0,0
732,60,75.0,11404,0,7,5,22,3,11,11,202.0,4,4,3,3,901,1153,2031,3,1,4,8,0,1,541,0,0,0.0,0
733,20,80.0,10000,0,5,6,59,3,7,7,0.0,3,3,3,1,270,864,1144,3,1,3,6,0,1,264,0,0,0.0,0
734,20,0.0,8978,0,5,5,52,3,9,9,0.0,3,3,3,1,948,948,948,3,1,3,6,0,0,300,0,0,0.0,0
735,75,60.0,10800,0,7,7,106,3,5,5,0.0,3,4,3,2,490,880,1768,2,1,3,6,0,2,320,0,0,0.0,0
736,90,60.0,8544,0,3,4,70,3,4,0,0.0,3,0,0,0,0,0,1040,2,2,3,6,0,0,400,0,0,0.0,0
737,60,72.0,10463,0,8,5,15,3,11,11,0.0,4,4,3,1,893,893,1801,3,1,4,8,0,1,800,0,0,0.0,0
739,60,65.0,9313,0,7,5,16,3,11,11,0.0,4,4,3,1,864,864,1728,3,1,4,7,0,0,572,0,0,0.0,0
740,70,60.0,9600,0,5,7,110,3,5,8,0.0,3,2,2,1,264,264,1432,2,1,3,7,0,0,360,0,0,0.0,1
741,20,65.0,6768,0,6,8,59,3,7,7,0.0,3,3,3,2,80,912,912,3,1,4,5,0,0,288,0,0,0.0,0
742,20,65.0,8450,0,7,5,20,3,11,11,108.0,3,4,3,1,1349,1349,1349,3,1,3,6,0,0,539,0,0,0.0,0
743,80,70.0,12886,0,5,6,57,3,7,7,0.0,3,4,3,3,76,520,1464,3,1,3,6,2,1,480,100,0,0.0,0
744,120,41.0,5395,0,8,5,27,3,7,7,0.0,4,4,3,1,604,1337,1337,2,1,4,5,0,1,462,0,0,0.0,0
745,60,0.0,8963,0,8,9,44,3,11,11,289.0,5,3,4,1,487,1142,2715,4,1,4,11,0,2,831,0,0,0.0,0
746,60,0.0,8795,0,7,5,20,3,11,11,0.0,4,4,3,1,652,952,2256,4,1,4,8,0,1,554,0,0,0.0,0
747,70,65.0,11700,0,7,7,140,3,4,4,0.0,4,3,2,1,1240,1240,2640,4,1,4,8,0,1,864,0,0,0.0,0
748,20,59.0,10593,0,7,5,24,3,11,11,338.0,4,4,3,1,801,1720,1720,3,1,4,7,0,1,527,0,0,0.0,0
749,50,50.0,8405,0,4,3,75,3,8,8,0.0,3,0,0,0,0,0,1529,4,1,3,9,3,0,240,0,0,0.0,0
751,60,0.0,7750,0,7,5,17,3,11,11,0.0,4,4,3,1,660,660,1320,3,1,4,6,0,0,400,0,0,0.0,0
752,20,79.0,9236,0,6,5,23,3,11,11,0.0,3,4,3,4,279,1479,1494,3,1,4,6,0,0,576,0,0,0.0,0
753,60,80.0,10240,0,8,5,15,3,11,11,178.0,4,4,3,2,1030,1030,2098,3,1,5,8,0,1,878,0,0,0.0,0
754,20,61.0,7930,0,6,8,51,3,9,9,0.0,3,3,3,1,115,1026,1026,3,1,4,5,0,0,440,0,0,0.0,0
755,160,34.0,3230,0,6,5,21,3,6,6,894.0,3,4,3,1,348,729,1471,3,1,3,6,0,0,440,0,0,0.0,0
756,60,68.0,10769,0,8,5,13,3,11,11,0.0,4,4,3,3,846,866,1768,3,1,4,7,0,0,578,0,0,0.0,0
757,60,0.0,11616,0,6,5,42,3,7,7,328.0,3,3,3,2,234,672,1386,3,1,3,6,0,1,440,0,0,0.0,1
758,160,24.0,2280,0,7,5,21,3,6,6,360.0,3,4,3,1,195,744,1501,3,1,3,6,0,0,440,0,0,0.0,0
759,60,65.0,12257,0,8,5,25,3,11,11,513.0,4,4,3,3,1198,1318,2531,4,1,4,9,0,1,752,0,0,0.0,0
760,20,70.0,9100,0,6,6,61,3,5,5,0.0,3,3,3,1,252,864,864,2,1,3,5,0,0,300,0,0,0.0,0
761,30,60.0,6911,0,5,5,96,3,5,5,0.0,3,3,3,2,740,1145,1301,2,1,2,5,1,0,440,0,0,0.0,0
762,60,72.0,8640,0,7,5,11,3,11,11,0.0,3,4,3,2,732,756,1547,3,1,4,7,0,0,614,0,0,0.0,0
763,60,82.0,9430,0,8,5,21,3,11,11,673.0,4,4,3,2,89,1252,2365,3,1,4,8,0,1,856,180,0,0.0,0
764,120,30.0,9549,0,8,5,25,3,10,10,0.0,4,4,4,3,0,1494,1494,2,1,5,6,0,1,481,216,0,0.0,0
765,20,75.0,14587,0,9,5,12,3,11,11,284.0,4,4,3,1,1498,1498,1506,2,1,5,6,0,1,592,0,0,1.0,0
766,60,80.0,10421,0,7,5,32,3,7,7,42.0,3,4,3,1,586,980,1714,3,1,3,7,0,1,496,0,0,0.0,0
767,50,75.0,12508,0,6,7,80,3,11,11,0.0,3,4,3,2,323,983,1750,4,1,3,7,3,0,423,0,0,0.0,0
768,20,70.0,9100,0,7,5,16,3,11,11,0.0,4,4,3,1,1836,1860,1836,3,1,4,8,0,1,484,0,0,0.0,0
769,60,47.0,53504,0,8,5,17,3,12,8,603.0,5,4,3,4,234,1650,3279,4,1,5,12,3,1,841,210,0,0.0,0
770,85,0.0,7252,0,5,5,38,3,5,5,0.0,3,4,3,3,173,858,858,2,1,3,5,0,0,576,0,0,0.0,0
771,20,67.0,8877,0,4,5,69,3,5,5,0.0,3,2,2,1,0,836,1220,2,1,3,6,0,0,396,0,0,0.0,0
772,80,94.0,7819,0,6,5,44,3,9,9,0.0,3,3,3,3,480,1029,1117,3,1,3,6,0,1,672,0,0,0.0,1
773,20,70.0,10150,0,5,5,62,3,5,5,1.0,3,3,3,1,456,912,912,2,1,3,5,0,0,275,0,0,0.0,0
774,20,110.0,14226,0,8,5,14,3,11,11,375.0,4,4,3,3,1935,1935,1973,3,1,4,9,0,1,895,0,0,1.0,0
775,120,32.0,4500,0,6,5,22,3,11,11,320.0,3,5,3,1,338,1204,1204,2,1,3,5,0,0,412,0,0,0.0,0
776,20,86.0,11210,0,7,5,15,3,11,11,240.0,4,4,3,3,1594,1614,1614,3,1,4,7,0,0,865,0,0,1.0,0
777,20,100.0,13350,0,5,5,46,3,7,9,0.0,3,3,3,1,102,864,894,3,1,3,5,0,1,440,0,0,0.0,0
778,90,60.0,8400,0,5,5,43,3,9,9,320.0,3,0,0,0,0,0,2020,4,2,3,10,0,2,630,0,0,0.0,0
779,90,78.0,10530,0,6,5,43,3,9,4,90.0,3,4,3,4,0,975,1004,2,1,3,4,0,0,504,0,0,0.0,0
780,20,63.0,7875,0,7,5,25,3,7,7,38.0,3,4,4,1,1237,1237,1253,3,1,3,6,0,1,402,0,0,0.0,0
781,60,65.0,7153,0,6,5,28,3,11,11,0.0,4,4,3,1,374,761,1603,3,1,4,7,0,0,484,0,0,0.0,0
782,20,67.0,16285,0,7,5,19,3,11,11,0.0,4,4,3,1,1413,1413,1430,3,1,4,6,0,0,605,0,0,0.0,0
783,85,0.0,9101,0,5,6,42,3,9,9,104.0,3,4,3,3,0,1097,1110,1,1,4,4,0,1,602,0,0,0.0,0
785,20,0.0,9790,0,6,5,53,3,10,5,0.0,3,3,3,1,491,1372,1342,3,1,3,7,0,1,457,197,0,0.0,0
786,50,60.0,10800,0,5,6,105,3,6,6,0.0,3,2,3,1,0,686,1652,4,1,3,7,0,0,416,0,0,0.0,0
787,60,76.0,10142,0,7,5,16,3,11,11,0.0,4,4,3,1,300,956,2084,4,1,4,8,0,0,618,0,0,0.0,0
788,20,50.0,6000,0,4,7,66,3,6,6,0.0,3,3,3,1,901,901,901,2,1,3,4,0,0,281,0,0,0.0,0
789,60,0.0,12205,0,6,8,54,3,7,7,157.0,3,3,2,4,264,832,2087,5,1,4,9,0,0,444,0,0,0.0,0
790,120,43.0,3182,0,7,5,15,3,11,11,11.0,4,4,3,1,1129,1145,1145,2,1,4,5,0,1,397,0,0,0.0,0
791,80,0.0,11333,0,6,5,44,3,7,7,0.0,3,4,3,3,490,1029,1062,3,1,3,5,0,2,539,0,0,0.0,0
792,60,92.0,9920,0,7,5,24,3,6,6,0.0,4,4,3,3,255,1117,2013,3,1,3,8,0,1,455,0,0,0.0,0
793,20,76.0,9158,0,8,5,13,3,12,12,140.0,4,4,3,3,1496,1496,1496,3,1,4,7,0,0,474,0,0,1.0,0
794,60,0.0,10832,0,7,5,26,3,6,6,0.0,4,4,3,1,712,712,1895,3,1,4,7,0,1,409,0,0,0.0,0
795,60,70.0,8400,0,6,6,40,3,7,7,130.0,3,4,3,1,650,650,1564,3,1,3,7,0,1,476,204,0,0.0,0
796,20,71.0,8197,0,6,5,43,3,9,9,148.0,3,3,3,1,660,660,1285,3,1,3,7,0,1,528,0,0,0.0,0
797,20,57.0,7677,0,5,5,67,3,11,11,0.0,3,3,3,1,203,773,773,2,1,3,4,0,0,240,0,0,0.0,1
798,60,104.0,13518,0,9,5,12,3,11,11,860.0,5,5,3,1,1926,1926,3140,4,1,5,11,0,2,820,0,0,1.0,0
799,50,60.0,7200,0,5,7,83,3,5,5,252.0,3,4,3,1,162,731,1768,3,1,4,7,0,2,240,0,0,0.0,0
800,60,79.0,12798,0,6,5,23,3,11,11,0.0,3,4,3,4,154,616,1688,4,1,4,8,0,0,603,0,0,0.0,0
801,30,40.0,4800,0,4,7,104,3,6,6,0.0,3,3,3,1,999,1196,1196,2,1,3,5,0,0,440,0,0,0.0,0
802,60,63.0,8199,0,7,5,15,3,8,8,0.0,4,4,3,3,80,728,1456,3,1,4,7,0,1,410,0,0,0.0,0
803,60,107.0,13891,0,9,5,12,3,11,11,424.0,5,5,3,4,1734,1734,2822,4,1,5,12,0,1,1020,192,0,1.0,0
804,20,75.0,9000,0,5,5,66,3,5,5,0.0,3,3,3,1,124,936,1128,2,1,3,5,1,0,286,0,0,0.0,0
805,20,91.0,12274,0,7,5,12,3,11,11,256.0,4,4,3,1,1417,1417,1428,3,1,5,6,0,0,554,0,0,1.0,0
806,80,75.0,9750,0,5,5,53,3,11,11,0.0,3,3,3,3,100,980,980,3,1,3,6,0,0,384,0,0,0.0,0
807,70,144.0,21384,0,5,6,97,3,5,5,0.0,3,3,3,4,15,1324,1576,3,1,4,6,0,1,528,0,0,0.0,0
808,80,85.0,13400,0,5,5,54,3,11,11,1047.0,3,3,3,3,380,1024,1086,3,1,3,6,0,1,484,0,0,0.0,0
809,75,90.0,8100,0,5,5,122,3,3,3,0.0,3,3,3,1,849,849,2138,2,3,3,11,0,0,360,0,0,0.0,0
810,20,78.0,10140,0,6,6,46,3,7,7,99.0,3,3,3,1,0,1040,1309,3,1,4,5,0,1,484,0,1,0.0,0
811,120,0.0,4438,0,6,5,16,3,11,11,169.0,4,4,3,4,186,848,848,1,1,4,4,0,1,420,0,0,0.0,0
812,20,66.0,8712,0,5,5,68,3,5,5,0.0,2,3,3,3,540,540,1044,2,1,2,4,0,0,504,0,0,0.0,0
813,20,75.0,9750,0,6,6,62,3,6,6,243.0,3,3,3,1,834,1442,1442,4,1,3,7,0,0,301,0,0,0.0,0
814,50,45.0,8248,0,5,7,102,3,4,4,0.0,3,3,3,1,686,686,1250,3,1,2,7,0,0,280,0,0,0.0,0
815,20,48.0,12137,0,7,5,22,3,11,11,442.0,3,4,3,1,1649,1649,1661,3,1,4,6,0,0,598,0,0,0.0,0
816,20,0.0,11425,0,5,6,66,3,10,10,0.0,3,3,3,1,522,1008,1008,2,1,3,4,0,1,275,0,0,0.0,0
817,20,0.0,13265,0,8,5,18,3,12,12,148.0,4,4,3,1,350,1568,1689,3,1,4,7,0,2,857,0,0,0.0,0
818,80,80.0,8816,0,6,7,49,3,7,7,80.0,3,3,3,3,506,1010,1052,3,1,3,6,0,0,440,0,0,0.0,0
819,120,44.0,6371,0,7,5,11,3,11,11,128.0,4,4,3,2,625,1358,1358,2,1,4,6,0,1,484,0,0,1.0,0
820,60,72.0,7226,0,7,5,17,3,11,11,0.0,4,4,3,1,798,798,1640,3,1,4,6,0,0,595,0,0,0.0,0
821,20,60.0,6000,0,4,4,67,3,6,6,0.0,2,2,3,1,936,936,936,2,1,3,4,2,0,576,0,0,0.0,0
822,60,0.0,12394,0,7,5,17,3,11,11,0.0,4,4,3,4,847,847,1733,3,1,4,7,0,1,433,0,0,0.0,0
823,50,60.0,9900,0,6,7,80,3,11,11,0.0,3,3,3,1,778,778,1489,3,1,3,7,0,1,240,0,0,0.0,0
824,20,81.0,11216,0,8,5,14,3,11,11,0.0,4,4,4,1,1489,1489,1489,3,1,4,7,0,1,776,0,0,1.0,0
825,20,114.0,14803,1,10,5,13,3,12,12,816.0,5,5,3,3,442,2078,2084,2,1,5,7,0,1,1220,0,0,1.0,0
827,20,65.0,8529,0,7,5,19,3,11,11,0.0,4,4,3,1,1434,1454,1434,3,1,4,6,0,1,527,0,0,0.0,0
828,60,0.0,28698,0,5,5,53,1,9,9,0.0,3,3,4,4,0,1013,2126,3,1,3,7,2,0,538,225,0,0.0,1
829,160,24.0,2544,0,7,5,15,3,6,6,0.0,4,4,3,1,600,600,1223,2,1,4,4,0,0,480,0,0,0.0,0
830,20,80.0,11900,0,6,5,63,3,7,7,387.0,3,3,3,1,352,1392,1392,3,1,3,6,0,2,458,192,0,0.0,0
831,160,30.0,3180,0,7,5,15,3,6,6,0.0,3,4,3,1,600,600,1200,2,1,4,4,0,0,480,0,0,0.0,0
832,60,44.0,9548,0,7,6,17,3,11,11,223.0,4,4,3,1,458,941,1829,3,1,4,7,0,1,613,0,0,0.0,0
833,20,100.0,10004,0,6,6,56,3,7,9,180.0,3,3,3,1,975,1516,1516,3,1,3,6,0,0,472,152,0,0.0,0
834,20,75.0,7875,0,5,6,59,3,11,11,136.0,3,3,3,1,572,1144,1144,3,1,3,6,0,0,456,0,0,0.0,0
835,20,60.0,9600,0,4,7,70,3,11,7,0.0,3,4,3,1,625,1067,1067,2,1,4,4,2,0,436,0,0,0.0,0
836,30,90.0,8100,0,5,6,72,3,11,11,0.0,3,3,3,1,1221,1559,1559,2,1,3,5,2,0,812,0,0,0.0,0
837,160,21.0,1680,0,6,5,47,3,7,7,158.0,3,3,3,1,153,483,987,2,1,3,5,0,0,264,0,0,0.0,0
838,20,75.0,9525,0,5,6,25,3,11,11,0.0,3,4,3,1,1099,1099,1099,3,1,4,6,0,0,352,0,0,0.0,0
839,50,70.0,11767,0,5,6,74,3,6,6,0.0,3,3,3,1,416,768,1200,3,1,3,6,0,0,240,0,0,0.0,0
840,70,0.0,12155,0,6,8,95,3,5,5,0.0,3,3,3,1,516,672,1482,4,1,2,7,0,0,400,0,0,0.0,0
841,70,60.0,10440,0,5,8,116,3,6,6,0.0,3,3,3,1,650,650,1539,3,1,4,8,0,1,686,0,0,0.0,0
842,80,82.0,9020,0,6,7,54,3,7,7,183.0,3,3,3,4,276,1127,1165,3,1,3,6,0,0,490,0,0,0.0,0
844,50,100.0,12665,0,5,8,105,3,5,5,0.0,3,3,3,2,876,876,1416,4,1,3,7,0,1,720,0,0,0.0,0
845,85,0.0,16647,0,5,5,45,3,7,7,0.0,3,4,3,4,0,1390,1701,3,1,3,6,2,2,611,0,0,0.0,0
846,60,75.0,9317,0,7,5,27,3,7,7,137.0,4,4,3,1,227,740,1775,3,1,4,7,0,1,425,0,0,0.0,0
847,20,36.0,15523,0,5,6,48,3,7,9,0.0,3,3,3,3,404,864,864,3,1,3,5,0,1,338,0,0,0.0,0
848,50,75.0,45600,0,6,8,112,3,5,5,0.0,3,3,3,1,907,907,2358,5,1,3,10,0,1,360,175,0,0.0,0
849,80,80.0,9600,0,6,7,44,3,9,9,360.0,4,3,3,1,528,528,1855,3,1,3,7,0,1,512,0,0,0.0,0
850,120,36.0,4435,0,6,5,17,3,11,11,170.0,4,4,3,3,189,848,848,1,1,4,3,0,0,420,0,0,0.0,0
851,120,0.0,3196,0,8,5,17,3,11,11,40.0,4,4,3,4,1273,1273,1456,2,1,4,7,0,1,400,0,0,0.0,0
